  0.1935  0.4064  0.8409  1.1869  0.8658  1.1608 
  0.2816  0.3501  0.5008  0.5918  0.7946  0.5611 
  0.1683  1.0342  0.4185  0.8117  1.2612  1.2777 
  0.2042  0.1327  0.6034  0.3676  0.5409  1.2903 
  0.5198  0.7141  0.4862  0.4177  0.7877  0.3814 
  0.8509  0.6675  0.8598  0.5276  0.8355  1.1357 
